Wealth,Age,Gender,Region,TVRegion,LoyaltyStatus,SpendYTD,MemberLength,TargetBuy,TargetAmt
3,74,U,North,N East,Silver,3000,9,0,0
8,37,F,South East,London,Tin,0.01,4,1,1
12,52,F,North,Yorkshire,Silver,3000,2,1,2
10,59,U,Midlands,East,Silver,4750,7,0,0
8,63,F,South East,London,Silver,2500,5,0,0
13,64,F,South East,London,Silver,4017.56,7,1,1
5,46,F,South East,London,Tin,0.01,8,0,0
10,57,U,North,Yorkshire,Tin,0.01,11,0,0
12,43,F,North,N West,Tin,0.01,4,1,1
14,54,U,North,N West,Gold,5263.99,11,0,0
6,49,F,North,Yorkshire,Tin,0.01,9,0,0
7,61,F,Midlands,Midlands,Silver,3000,3,0,0
6,52,F,Midlands,Ulster,Gold,6000,2,0,0
6,64,F,North,N East,Gold,16053.37,18,0,0
9,56,M,North,N East,Silver,2500,12,0,0
17,39,U,North,N West,Tin,0.01,5,1,1
6,42,F,South East,S & S East,Silver,100,5,0,0
7,55,F,South East,London,Silver,2000,19,0,0
8,44,F,Midlands,East,Tin,0.01,8,1,1
10,51,F,North,Yorkshire,Tin,0.01,7,0,0
2,74,M,Scottish,C Scotland,Platinum,20711.87,3,0,0
5,66,F,South West,S West,Silver,728,13,0,0
7,48,U,North,Yorkshire,Silver,3053.82,5,0,0
10,52,F,Midlands,Midlands,Tin,0.01,5,1,1
7,78,M,North,N West,Tin,0.01,7,0,0
5,57,U,Midlands,Midlands,Tin,0.01,5,0,0
6,69,F,North,N West,Silver,3000,21,0,0
7,61,M,North,N West,Tin,0.01,7,0,0
6,63,U,Midlands,Midlands,Gold,5425.13,4,0,0
8,62,M,South East,S & S East,Silver,4000,5,0,0
6,69,F,South East,London,Silver,3000,3,1,1
5,50,U,North,N East,Tin,0.01,16,0,0
10,67,F,South East,S & S East,Silver,1500,11,0,0
12,53,F,South East,London,Tin,0.01,5,0,0
5,57,M,Midlands,Ulster,Tin,0.01,5,0,0
10,40,F,South East,London,Silver,1420,4,1,2
5,59,U,South East,London,Silver,2000,1,0,0
7,64,M,South West,S West,Tin,0.01,8,0,0
11,54,F,Midlands,Wales & West,Tin,0.01,9,0,0
8,57,F,North,Yorkshire,Silver,3000,2,1,1
11,72,M,Scottish,N Scot,Platinum,29175.56,16,0,0
8,48,F,South East,S & S East,Gold,6000,1,0,0
5,41,U,South East,London,Silver,3000,7,0,0
5,41,F,Midlands,Midlands,Tin,0.01,10,0,0
8,50,M,North,N West,Tin,0.01,5,0,0
9,56,F,Midlands,Wales & West,Gold,9500,8,1,1
11,52,U,South East,London,Silver,1200.01,5,0,0
10,65,U,South East,S & S East,Silver,35,1,0,0
4,58,M,South East,London,Silver,1000,12,0,0
6,52,M,Scottish,Border,Silver,2000,1,1,1
13,56,F,South East,London,Silver,4000,5,0,0
10,53,F,North,N East,Silver,2600,1,0,0
15,69,F,Midlands,Midlands,Gold,12053.35,7,0,0
8,51,F,South West,S West,Silver,900,9,0,0
14,37,F,South East,London,Silver,3000,7,1,3
2,56,U,South East,London,Tin,0.01,9,0,0
9,45,M,North,N West,Silver,4000,6,0,0
8,43,F,Midlands,Midlands,Gold,6000,2,1,1
10,44,F,Midlands,Wales & West,Gold,12000,8,1,1
11,62,M,South East,London,Silver,50,11,0,0
9,47,M,Midlands,East,Gold,6000,1,0,0
5,36,F,South East,London,Silver,1200.01,4,1,1
8,49,F,South East,London,Tin,0.01,8,0,0
7,59,F,Midlands,East,Gold,6000,3,0,0
9,46,F,Midlands,East,Tin,0.01,9,1,1
15,59,M,Midlands,Midlands,Tin,0.01,8,1,1
7,57,U,North,Yorkshire,Gold,6000,2,0,0
21,43,F,North,Yorkshire,Gold,6000,10,1,2
11,56,F,South East,London,Silver,4852.66,8,0,0
7,46,U,South East,London,Silver,3500,2,0,0
8,47,F,South West,S West,Tin,0.01,5,0,0
10,44,U,South East,S & S East,Tin,0.01,8,0,0
13,63,F,Midlands,Midlands,Gold,6138.76,12,0,0
16,57,M,Midlands,Midlands,Silver,300,9,1,2
8,35,F,Midlands,East,Silver,4342.77,1,1,1
6,70,F,Midlands,Midlands,Silver,3050.01,8,0,0
11,48,M,North,N West,Tin,0.01,4,1,2
10,36,M,South East,S & S East,Tin,0.01,6,0,0
7,74,F,South East,London,Gold,5644.12,5,0,0
7,37,F,North,N West,Silver,650,4,1,1
4,52,U,South East,London,Tin,0.01,4,0,0
11,52,F,South East,S & S East,Gold,6025,3,0,0
6,44,F,Midlands,East,Tin,0.01,11,0,0
9,62,F,South East,London,Gold,6000,2,0,0
16,43,M,North,N West,Tin,0.01,7,0,0
4,63,F,North,N West,Gold,6000,4,0,0
7,51,F,Midlands,Midlands,Gold,6000,2,0,0
7,51,U,South East,London,Silver,60.01,8,0,0
4,75,U,South East,London,Gold,6000,3,0,0
13,51,F,Midlands,Wales & West,Tin,0.01,5,1,2
8,34,U,North,N West,Tin,0.01,4,0,0
9,56,M,Midlands,East,Silver,5000,5,0,0
6,41,M,Scottish,N Scot,Silver,0.02,8,1,1
6,60,F,South East,London,Silver,1000,5,0,0
6,58,M,South West,S West,Tin,0.01,5,0,0
11,30,F,South East,S & S East,Silver,2700,2,0,0
10,53,F,South East,S & S East,Silver,50,7,0,0
8,66,F,South East,London,Gold,11000,6,0,0
5,41,F,Midlands,Midlands,Tin,0.01,9,0,0
6,79,M,Scottish,Border,Gold,6000,2,0,0
11,62,M,Scottish,C Scotland,Tin,0.01,8,0,0
8,31,M,South East,London,Silver,420,5,1,1
10,68,F,Scottish,N Scot,Gold,6000,4,0,0
7,44,F,North,N West,Tin,0.01,4,1,1
9,52,U,North,N West,Gold,6052.66,1,0,0
8,64,M,South East,London,Gold,12000,4,0,0
3,49,M,North,Yorkshire,Gold,6000,3,0,0
10,47,U,South East,London,Silver,100.01,8,0,0
12,64,F,North,N West,Silver,40.35,2,1,1
8,68,F,Midlands,Midlands,Silver,1000,12,0,0
10,48,U,North,Yorkshire,Tin,0.01,5,0,0
6,67,M,North,N West,Gold,12000,1,0,0
10,65,F,Midlands,Wales & West,Gold,6053.35,5,0,0
12,33,F,North,N West,Tin,0.01,7,0,0
9,36,F,North,Yorkshire,Tin,0.01,4,1,2
5,60,U,Midlands,East,Tin,0.01,9,0,0
8,32,M,North,N West,Tin,0.01,5,0,0
4,63,F,Midlands,East,Gold,9000,8,0,0
14,49,F,South East,London,Gold,10000,4,0,0
6,53,M,Midlands,Wales & West,Silver,420,4,0,0
6,31,U,South East,London,Silver,1100.01,5,0,0
10,52,F,Midlands,Wales & West,Tin,0.01,4,1,1
12,33,U,South East,London,Silver,5000,4,1,1
5,58,U,South East,London,Tin,0.01,5,0,0
6,49,F,Scottish,N Scot,Silver,4035.57,4,0,0
3,34,M,Midlands,Midlands,Silver,900,9,0,0
6,45,F,South East,London,Silver,2000,1,0,0
9,51,F,South East,S & S East,Silver,1000,10,0,0
14,67,F,Midlands,Wales & West,Tin,0.01,9,0,0
7,68,U,North,N West,Silver,1000,9,0,0
8,60,M,North,Yorkshire,Silver,3000,3,0,0
9,51,F,Scottish,C Scotland,Silver,5000,5,0,0
7,49,F,North,Yorkshire,Gold,6000,4,1,1
9,52,M,Midlands,Wales & West,Gold,6000.01,8,0,0
8,72,F,South East,S & S East,Silver,3000,2,0,0
16,43,F,South East,S & S East,Gold,11000,4,1,1
9,33,F,Midlands,East,Tin,0.01,10,1,1
5,49,F,South East,S & S East,Gold,19050,9,0,0
11,62,F,Midlands,East,Silver,240,12,1,1
4,54,F,North,Yorkshire,Gold,7600,5,0,0
9,37,F,South East,London,Silver,4759.83,1,0,0
4,47,U,South East,London,Gold,10000,14,0,0
8,78,F,Midlands,Midlands,Gold,6000,1,0,0
15,36,F,Midlands,Midlands,Tin,0.01,7,1,3
8,30,M,North,N West,Silver,4000,8,1,1
9,77,M,Midlands,Wales & West,Gold,10000,1,1,1
7,73,F,South East,London,Gold,7360.01,9,1,1
6,43,F,South East,London,Platinum,60630.32,8,0,0
5,70,M,Midlands,Midlands,Silver,3000,8,0,0
6,50,F,Midlands,Midlands,Tin,0.01,5,0,0
5,57,M,South East,London,Silver,1000,1,0,0
7,50,F,Midlands,Midlands,Gold,5430.5,5,0,0
10,49,M,Midlands,East,Silver,4000,8,0,0
12,64,U,South East,London,Gold,11000,4,0,0
4,44,F,South East,London,Gold,6000,6,0,0
8,44,M,North,N West,Silver,3000,2,0,0
8,63,F,Scottish,C Scotland,Gold,6000,2,0,0
9,65,F,South East,London,Silver,5000,6,0,0
13,69,M,South East,London,Gold,8500,6,0,0
6,74,F,South East,London,Gold,6053.35,7,0,0
6,58,F,Midlands,East,Platinum,20093.09,3,0,0
10,57,M,Midlands,Midlands,Gold,11053.35,7,1,1
10,51,M,North,N East,Gold,9000.01,8,0,0
8,61,F,North,N East,Silver,3000,2,0,0
13,35,F,North,N West,Silver,2050,1,1,1
14,61,F,North,N West,Silver,3000,1,0,0
25,25,F,North,Yorkshire,Silver,3000,3,1,3
7,43,F,North,N West,Tin,0.01,4,0,0
6,66,U,North,N West,Tin,0.01,8,0,0
13,40,F,Midlands,Wales & West,Tin,0.01,8,1,1
11,40,M,South East,London,Tin,0.01,7,1,1
10,62,F,South East,London,Silver,1000,2,0,0
10,35,F,Midlands,Midlands,Tin,0.01,5,0,0
9,69,U,Scottish,C Scotland,Silver,2000,18,0,0
11,52,M,South East,London,Gold,6000.01,7,1,1
7,74,M,Scottish,C Scotland,Gold,6000,14,0,0
3,65,M,Midlands,Wales & West,Gold,18000,4,0,0
11,58,U,South West,S West,Silver,1200,0,0,0
8,54,M,South East,London,Gold,15000,4,0,0
8,56,F,South East,London,Tin,0.01,8,0,0
10,60,F,North,N West,Gold,11000,4,0,0
9,28,F,South East,S & S East,Silver,100,8,0,0
10,57,U,Midlands,Midlands,Silver,500,4,0,0
11,42,F,South East,London,Silver,600,11,0,0
7,74,M,South East,S & S East,Gold,6000,2,0,0
7,36,F,South East,London,Tin,0.01,8,0,0
4,51,F,North,Yorkshire,Gold,8994.89,10,0,0
17,56,F,South East,S & S East,Tin,0.01,9,1,2
10,48,F,Midlands,Wales & West,Gold,6000,3,0,0
11,59,F,South East,London,Tin,0.01,5,1,1
14,53,F,South East,London,Silver,1703.85,7,1,2
1,55,F,South East,London,Silver,2500,4,0,0
12,74,F,Midlands,Midlands,Silver,2500,6,0,0
8,60,M,Scottish,Border,Gold,6000,5,0,0
13,61,F,Midlands,Ulster,Silver,2409.87,17,0,0
7,27,F,Midlands,Midlands,Silver,0.03,4,1,1
10,79,M,Midlands,Wales & West,Silver,1000,5,0,0
9,79,M,South East,London,Gold,7000,7,0,0
5,50,M,North,Yorkshire,Gold,5167.31,2,0,0
8,79,F,Midlands,East,Silver,4500.66,10,0,0
7,77,M,South East,S & S East,Gold,10000,5,0,0
6,67,F,South East,London,Gold,13000,5,0,0
7,44,F,North,N West,Silver,300,9,0,0
7,55,F,North,N West,Tin,0.01,4,1,1
10,36,F,South East,London,Tin,0.01,8,0,0
4,76,M,South East,London,Silver,3000,8,0,0
7,60,U,South East,S & S East,Silver,3000.01,8,0,0
8,50,M,Midlands,Wales & West,Gold,18053.35,5,0,0
10,67,F,Midlands,Midlands,Silver,3000,2,0,0
6,61,F,Midlands,Wales & West,Gold,7053.35,7,1,1
8,63,F,North,N West,Silver,1925,7,0,0
8,55,U,Midlands,Wales & West,Tin,0.01,9,0,0
10,59,F,Scottish,C Scotland,Gold,7000,6,0,0
5,58,U,South East,S & S East,Silver,1000,4,0,0
11,69,F,Midlands,East,Gold,9000,8,0,0
11,57,M,South West,S West,Silver,1000,5,1,2
7,67,F,South East,S & S East,Platinum,42000,5,0,0
16,59,F,Midlands,East,Silver,2000,5,0,0
1,73,M,South East,S & S East,Silver,4000,6,0,0
9,64,F,Midlands,Midlands,Silver,3500,16,0,0
12,41,M,South East,London,Gold,6000,1,0,0
6,65,F,South East,London,Silver,4000,4,0,0
2,51,M,Midlands,Midlands,Tin,0.01,4,0,0
13,53,M,South East,London,Tin,0.01,9,0,0
8,45,M,Scottish,C Scotland,Tin,0.01,4,0,0
5,43,F,Midlands,Midlands,Silver,2000,5,1,1
8,68,M,Midlands,Midlands,Tin,0.01,7,0,0
6,48,U,South East,S & S East,Tin,0.01,8,0,0
10,65,M,North,N East,Silver,500,15,0,0
15,37,F,South East,London,Tin,0.01,9,1,1
4,45,F,North,Yorkshire,Tin,0.01,8,0,0
6,68,U,Midlands,Midlands,Gold,6000,1,0,0
9,49,F,South East,London,Tin,0.01,8,0,0
6,45,M,South East,London,Gold,6000,8,0,0
6,42,F,North,N West,Tin,0.01,5,0,0
11,65,F,Midlands,Ulster,Silver,2200,4,0,0
2,68,M,North,N West,Silver,1000,6,0,0
9,39,U,North,N West,Tin,0.01,5,0,0
12,58,F,South West,S West,Gold,6000,8,1,1
6,48,M,South East,London,Tin,0.01,8,0,0
6,64,F,Midlands,East,Tin,0.01,6,0,0
4,49,U,South East,London,Silver,3000,12,0,0
6,79,F,South East,London,Platinum,27017.73,9,0,0
11,35,M,South East,S & S East,Tin,0.01,4,1,1
5,59,M,North,N West,Silver,2000.01,5,0,0
10,69,U,Scottish,N Scot,Gold,18000,5,0,0
9,37,F,South East,London,Silver,3000,5,1,1
5,40,F,Midlands,Midlands,Tin,0.01,5,0,0
6,67,F,South East,London,Silver,3000,6,0,0
10,76,U,South West,S West,Platinum,20413.13,3,0,0
10,36,U,Scottish,C Scotland,Silver,300,8,1,1
8,45,F,South East,London,Silver,50.02,11,0,0
8,46,U,Scottish,Border,Gold,12053.35,6,0,0
9,51,F,South East,S & S East,Tin,0.01,4,0,0
9,68,M,South East,London,Tin,0.01,9,0,0
8,48,F,South East,London,Gold,6000,2,0,0
5,40,F,South East,London,Tin,0.01,5,1,1
9,37,F,South East,London,Tin,0.01,6,0,0
6,79,M,Midlands,East,Silver,1000,1,0,0
14,45,F,North,N East,Silver,4000,5,1,2
9,64,M,Midlands,East,Gold,12106.7,6,0,0
8,57,U,North,N West,Silver,1000,6,0,0
13,34,F,South East,London,Silver,2400,1,1,1
6,53,U,South East,London,Gold,18000,3,0,0
7,78,F,South East,London,Gold,6053.82,6,0,0
6,72,F,South East,London,Tin,0.01,7,0,0
8,56,M,South East,London,Gold,11200,12,1,1
9,51,F,North,N West,Gold,7000,4,0,0
11,54,F,South East,S & S East,Tin,0.01,5,0,0
7,54,M,South East,London,Tin,0.01,8,0,0
9,48,F,Midlands,East,Tin,0.01,4,0,0
11,60,M,North,Yorkshire,Gold,6000,2,0,0
6,48,F,Scottish,Border,Gold,8000,11,0,0
10,49,M,South East,London,Silver,180,9,0,0
10,52,F,South West,S West,Silver,50,9,0,0
8,61,M,South East,S & S East,Gold,6000,1,0,0
6,38,F,Midlands,Midlands,Tin,0.01,8,0,0
11,52,M,South East,London,Silver,1000,3,0,0
16,48,F,South East,London,Silver,480,1,1,2
7,47,F,Midlands,Midlands,Gold,6053.35,6,0,0
10,63,M,North,N East,Gold,6000,1,0,0
6,47,M,North,N West,Tin,0.01,8,0,0
8,69,U,Midlands,Wales & West,Tin,0.01,5,0,0
7,42,F,South East,London,Gold,6000,2,1,1
11,37,F,Midlands,Ulster,Tin,0.01,4,0,0
11,73,U,South East,London,Gold,6000,4,0,0
11,57,F,Midlands,Midlands,Tin,0.01,4,0,0
4,37,F,Scottish,C Scotland,Tin,0.01,4,1,1
8,41,F,Midlands,Midlands,Tin,0.01,9,0,0
4,37,F,North,N West,Tin,0.01,7,0,0
7,38,F,South East,S & S East,Tin,0.01,4,1,1
4,40,F,Midlands,Wales & West,Silver,4000,8,0,0
14,46,F,Scottish,C Scotland,Tin,0.01,8,1,1
12,35,F,Midlands,Ulster,Tin,0.01,4,1,1
14,78,U,Midlands,Wales & West,Platinum,24277.97,12,0,0
7,57,F,South East,S & S East,Tin,0.01,5,0,0
11,72,M,Scottish,C Scotland,Gold,15000,19,0,0
5,58,M,North,Yorkshire,Silver,180,11,0,0
11,75,U,South East,London,Platinum,21000,6,0,0
6,58,M,South East,London,Tin,0.01,9,0,0
9,65,F,South East,London,Gold,6000,5,1,1
5,40,F,Midlands,Wales & West,Tin,0.01,5,0,0
5,53,F,North,N West,Tin,0.01,8,0,0
11,57,U,Midlands,East,Gold,7500,4,0,0
12,37,F,North,N West,Silver,0.02,8,1,1
4,67,F,South East,London,Gold,6105.33,7,0,0
15,67,F,South East,London,Gold,7800,12,1,1
4,73,F,South East,London,Gold,6000,12,0,0
7,46,F,South East,London,Tin,0.01,4,0,0
6,32,F,South East,S & S East,Tin,0.01,8,1,1
10,45,M,Midlands,Wales & West,Silver,50,7,0,0
12,36,F,South East,S & S East,Tin,0.01,2,1,1
7,64,F,South East,London,Tin,0.01,10,0,0
10,41,M,South East,London,Silver,3000,12,0,0
6,69,U,South East,S & S East,Gold,12000,6,0,0
8,54,U,South East,S & S East,Silver,4500,5,0,0
10,33,U,Midlands,Midlands,Tin,0.01,8,0,0
10,33,F,South East,S & S East,Tin,0.01,5,1,1
12,32,F,South East,S & S East,Tin,0.01,5,1,1
13,44,F,North,Yorkshire,Tin,0.01,5,0,0
9,56,F,South East,S & S East,Gold,7000,2,0,0
7,51,F,North,N East,Silver,420,1,0,0
6,30,M,South East,London,Silver,1200.01,6,0,0
14,53,M,Midlands,Midlands,Silver,4000,8,0,0
10,37,F,South East,London,Silver,1500,5,0,0
6,67,M,South East,S & S East,Gold,6000,2,0,0
9,66,F,Midlands,Wales & West,Tin,0.01,4,0,0
6,64,F,Midlands,Wales & West,Silver,3000,1,0,0
9,65,F,South East,London,Gold,6053.35,7,0,0
7,40,F,South East,London,Silver,0.02,8,1,1
8,59,F,North,Yorkshire,Silver,3000,8,0,0
9,51,M,North,N West,Silver,3000,4,0,0
9,35,U,North,N West,Tin,0.01,4,0,0
12,68,M,South East,London,Gold,20000,3,1,1
14,44,F,South East,S & S East,Gold,6053.35,5,0,0
9,67,M,North,N East,Gold,9300,3,0,0
8,65,M,North,Yorkshire,Gold,5963.02,5,0,0
8,44,F,South East,London,Gold,9500,1,0,0
12,47,F,Midlands,East,Silver,600,1,0,0
9,38,F,South East,London,Tin,0.01,5,1,1
6,50,F,South East,S & S East,Tin,0.01,11,0,0
9,46,F,Midlands,Ulster,Silver,1000,5,0,0
9,58,M,Midlands,Midlands,Gold,16000,3,0,0
10,51,F,South East,S & S East,Silver,5000,5,1,2
9,65,F,South West,S West,Tin,0.01,9,1,1
12,65,F,South West,S West,Silver,1000,2,0,0
8,68,F,Midlands,Midlands,Gold,12000,23,1,1
10,50,F,South East,London,Silver,1000,4,0,0
14,78,F,Midlands,Midlands,Gold,6000,4,1,1
7,33,F,Midlands,Midlands,Tin,0.01,11,1,1
4,66,F,South East,London,Platinum,20605.86,3,0,0
13,41,F,Midlands,Midlands,Silver,420,7,1,1
7,57,F,Midlands,East,Tin,0.01,5,0,0
11,49,F,South East,London,Tin,0.01,8,0,0
6,65,U,South East,S & S East,Silver,4000,5,0,0
9,70,F,South East,S & S East,Tin,0.01,8,0,0
8,40,U,Scottish,C Scotland,Tin,0.01,7,0,0
5,76,F,North,Yorkshire,Platinum,20542.1,3,0,0
10,40,U,South East,London,Tin,0.01,7,0,0
9,65,F,North,N West,Tin,0.01,10,0,0
5,50,F,North,N West,Gold,7269.55,5,0,0
6,32,F,North,Yorkshire,Tin,0.01,5,0,0
8,56,F,South East,London,Gold,15000,4,0,0
5,28,M,South East,London,Tin,0.01,5,0,0
5,57,F,North,N West,Platinum,20119.73,3,1,1
15,55,F,South East,London,Gold,8400,8,1,1
7,40,U,South East,S & S East,Tin,0.01,5,0,0
3,57,U,South East,London,Tin,0.01,4,0,0
9,52,U,Midlands,Wales & West,Gold,6000,7,0,0
5,48,F,Scottish,N Scot,Silver,3000,13,0,0
4,68,F,South West,S West,Silver,3000,2,0,0
9,34,F,North,N East,Tin,0.01,8,0,0
9,42,F,North,Yorkshire,Tin,0.01,4,0,0
6,50,F,Midlands,Midlands,Tin,0.01,9,0,0
11,50,F,South East,London,Silver,100.72,5,0,0
9,55,U,North,N West,Gold,5997.75,1,0,0
3,61,U,Midlands,Wales & West,Tin,0.01,7,0,0
5,37,F,North,N East,Silver,300.01,9,0,0
11,41,F,South East,London,Silver,0.02,8,0,0
10,38,M,South West,S West,Tin,0.01,5,0,0
4,53,F,South East,S & S East,Silver,5000,4,0,0
11,47,M,Midlands,Wales & West,Silver,600,9,0,0
7,48,M,North,N West,Silver,2000,5,0,0
11,71,M,South East,London,Gold,12000,8,1,1
11,35,F,South East,London,Tin,0.01,8,1,1
8,31,F,Midlands,Wales & West,Silver,3050,3,0,0
8,40,F,South East,London,Tin,0.01,5,1,1
6,50,M,Midlands,Wales & West,Tin,0.01,5,0,0
10,57,M,Midlands,East,Tin,0.01,5,0,0
9,36,F,North,N East,Silver,1900,1,0,0
26,52,F,South East,London,Silver,70,3,1,2
9,40,F,South East,London,Gold,13000,2,0,0
6,67,F,Midlands,East,Silver,600,1,1,1
10,67,M,Midlands,East,Gold,6035.34,12,0,0
6,48,F,Midlands,Midlands,Silver,100,1,0,0
11,37,M,Midlands,Midlands,Tin,0.01,8,1,1
11,45,M,South East,London,Silver,2000,8,0,0
5,25,F,South East,London,Silver,5000,1,0,0
8,51,U,Midlands,Wales & West,Tin,0.01,5,0,0
15,65,F,Midlands,Wales & West,Silver,2500,2,0,0
9,47,F,Scottish,Border,Silver,1000,2,0,0
7,36,F,South East,S & S East,Tin,0.01,8,0,0
8,49,F,South East,London,Tin,0.01,5,0,0
8,48,M,North,N West,Silver,3000,8,0,0
13,31,F,Midlands,Wales & West,Tin,0.01,5,1,1
8,70,M,South East,London,Gold,14138.84,11,0,0
6,37,F,Midlands,Wales & West,Tin,0.01,8,0,0
5,58,U,South East,London,Tin,0.01,5,0,0
8,45,F,North,N East,Silver,2000,1,0,0
14,65,F,Midlands,Midlands,Gold,9000,8,0,0
7,57,M,North,N East,Silver,420,5,0,0
7,37,M,Midlands,Midlands,Tin,0.01,9,1,1
9,64,M,Midlands,Midlands,Silver,2500,6,0,0
4,66,F,South East,London,Tin,0.01,6,0,0
6,63,U,North,N West,Gold,6000,2,0,0
7,54,F,South East,S & S East,Silver,2400.01,8,0,0
10,77,F,Midlands,Midlands,Gold,9786.02,11,0,0
9,47,F,Midlands,Midlands,Silver,420,4,0,0
10,57,M,Midlands,East,Platinum,42078.35,11,0,0
15,56,F,Scottish,N Scot,Platinum,80088.7,15,1,1
9,56,F,Scottish,C Scotland,Silver,3696.14,12,1,1
6,66,M,Midlands,Midlands,Gold,6600,13,0,0
8,44,F,South East,S & S East,Tin,0.01,9,1,1
7,60,F,Midlands,Midlands,Gold,6000,4,0,0
6,76,F,North,N West,Gold,6000,5,1,1
9,40,F,North,Yorkshire,Tin,0.01,5,1,1
4,63,F,North,N West,Silver,600,10,0,0
6,50,U,South East,London,Silver,1000,9,0,0
10,54,F,South East,S & S East,Gold,6000,2,1,1
10,51,M,Midlands,Midlands,Tin,0.01,8,0,0
6,37,M,Scottish,N Scot,Silver,2000,3,0,0
7,70,M,North,Yorkshire,Silver,3000,8,0,0
12,79,F,North,Yorkshire,Gold,12000,8,0,0
7,50,F,Midlands,Midlands,Tin,0.01,10,0,0
9,73,F,Midlands,Midlands,Gold,9000,8,1,1
5,54,U,North,N West,Silver,3000,7,0,0
5,68,M,Midlands,Midlands,Silver,4200,6,0,0
20,53,F,North,N East,Gold,6000,6,1,2
10,57,F,Midlands,Midlands,Gold,9053.35,8,0,0
5,59,M,North,N East,Tin,0.01,8,0,0
22,32,F,Midlands,Wales & West,Silver,100.01,8,1,3
9,29,F,South East,London,Silver,600,5,1,1
10,55,F,South East,S & S East,Tin,0.01,8,0,0
8,70,U,South East,London,Silver,2000,2,0,0
7,74,F,South East,London,Silver,5000,4,0,0
7,45,M,South East,London,Tin,0.01,9,0,0
6,59,F,South East,London,Silver,2035.88,6,0,0
16,40,F,North,Yorkshire,Tin,0.01,7,1,1
11,60,F,North,N West,Gold,7000,6,0,0
8,68,F,Midlands,Midlands,Gold,12158.67,18,0,0
9,38,F,South East,S & S East,Gold,6000,7,0,0
8,64,U,South East,London,Gold,6000,2,0,0
9,64,F,South East,London,Silver,5000,2,0,0
11,48,F,South East,London,Tin,0.01,5,0,0
7,39,F,North,N East,Silver,1420,5,1,1
4,70,M,South East,London,Gold,6000,1,0,0
3,47,M,Scottish,C Scotland,Silver,1600,9,1,1
8,59,F,Midlands,Wales & West,Tin,0.01,9,0,0
5,71,F,Scottish,C Scotland,Silver,500,11,0,0
9,67,F,Midlands,Midlands,Gold,9000,8,0,0
7,41,F,Midlands,Midlands,Platinum,21500,4,0,0
6,55,U,South East,London,Gold,6000,2,0,0
8,65,F,South East,S & S East,Platinum,36717.45,9,0,0
2,58,F,Midlands,East,Gold,18025,4,0,0
8,69,F,South East,London,Gold,6000,1,1,1
7,42,F,North,Yorkshire,Tin,0.01,5,1,1
7,64,F,South East,London,Silver,500,8,0,0
7,59,U,Midlands,Midlands,Tin,0.01,8,0,0
8,68,M,South East,S & S East,Silver,100,17,0,0
6,58,U,Midlands,East,Gold,6000,2,0,0
3,68,F,South East,London,Silver,2000,5,1,1
8,63,M,South East,S & S East,Platinum,24130.32,8,0,0
9,42,F,North,N East,Silver,2400,3,1,1
9,59,M,Midlands,Midlands,Tin,0.01,14,1,1
7,76,M,South East,London,Silver,2000.01,5,0,0
15,77,M,Midlands,East,Gold,6000,29,1,1
8,43,F,North,N West,Tin,0.01,7,0,0
9,36,F,South East,London,Gold,6000,2,0,0
5,47,M,South West,S West,Silver,4000,1,0,0
15,67,F,South East,London,Gold,6053.35,6,1,1
4,42,U,North,N West,Tin,0.01,5,0,0
6,55,F,Midlands,Midlands,Silver,1000,9,0,0
2,74,U,Midlands,Wales & West,Gold,13648.19,17,0,0
8,37,U,South East,London,Gold,6000,1,0,0
10,54,U,Scottish,C Scotland,Gold,6000,2,0,0
10,60,F,South East,London,Silver,3550,1,0,0
15,46,F,South East,London,Gold,7900.01,5,1,1
9,69,F,Scottish,Border,Silver,2250,9,1,1
11,60,F,South East,S & S East,Gold,6000,2,0,0
4,59,F,Midlands,Midlands,Silver,1000.01,8,0,0
4,70,F,Midlands,Midlands,Platinum,24600,14,0,0
7,74,F,Midlands,East,Gold,18130.32,8,0,0
10,70,M,Midlands,Midlands,Gold,6000,5,0,0
3,46,U,South East,London,Silver,2500,1,0,0
21,58,U,South East,London,Platinum,29673.44,2,1,2
6,65,M,Midlands,Ulster,Silver,3000,18,0,0
7,61,M,Midlands,Midlands,Silver,3000,7,0,0
6,53,F,South East,London,Gold,10000,26,0,0
13,44,F,Midlands,Midlands,Tin,0.01,8,1,2
10,37,F,Midlands,Midlands,Tin,0.01,5,0,0
2,54,M,South East,London,Gold,6000,10,0,0
5,46,F,Midlands,Ulster,Tin,0.01,4,0,0
9,73,F,Midlands,Midlands,Gold,17606.7,8,0,0
6,58,F,Midlands,Midlands,Silver,1000,5,0,0
15,69,F,South East,London,Gold,6000,5,1,1
9,65,M,Midlands,Wales & West,Gold,10000,5,1,1
7,62,M,South East,S & S East,Silver,500,2,0,0
5,54,U,Midlands,Midlands,Silver,600,9,0,0
10,74,M,Scottish,Border,Gold,17564.22,15,0,0
4,62,M,Scottish,C Scotland,Silver,2500,6,0,0
15,59,F,Midlands,Midlands,Silver,2000,3,1,2
6,41,F,Midlands,Midlands,Tin,0.01,8,0,0
12,45,U,Midlands,East,Tin,0.01,10,0,0
9,59,M,North,N East,Silver,3000,2,0,0
6,49,F,North,N East,Tin,0.01,9,0,0
7,60,M,Midlands,East,Tin,0.01,7,0,0
10,44,F,Midlands,East,Silver,3000,3,1,1
9,56,M,South East,London,Silver,250,22,0,0
